movieId;title;genres;rating_avg;rating_count
2139;Secret of NIMH, The (1982);Adventure|Animation|Children|Drama;3.4761904761904763;21
2141;American Tail, An (1986);Adventure|Animation|Children|Comedy;3.1666666666666665;18
2142;American Tail: Fievel Goes West, An (1991);Adventure|Animation|Children|Musical|Western;2.7;10
2294;Antz (1998);Adventure|Animation|Children|Comedy|Fantasy;3.2444444444444445;45
2354;Rugrats Movie, The (1998);Animation|Children|Comedy;2.5;7
2355;Bug's Life, A (1998);Adventure|Animation|Children|Comedy;3.516304347826087;92
2394;Prince of Egypt, The (1998);Animation|Musical;3.5;25
2495;Fantastic Planet, The (Planète sauvage, La) (1973);Animation|Sci-Fi;4.0;3
2559;King and I, The (1999);Animation|Children;3.0;1
2566;Doug's 1st Movie (1999);Animation|Children;2.0;2
2687;Tarzan (1999);Adventure|Animation|Children|Drama;3.458333333333333;24
2700;South Park: Bigger, Longer and Uncut (1999);Animation|Comedy|Musical;3.861842105263158;76
2761;Iron Giant, The (1999);Adventure|Animation|Children|Drama|Sci-Fi;4.051282051282051;39
2800;Little Nemo: Adventures in Slumberland (1992);Adventure|Animation|Children|Drama|Fantasy;2.5;1
2810;Perfect Blue (1997);Animation|Horror|Mystery|Thriller;4.2;5
2857;Yellow Submarine (1968);Adventure|Animation|Comedy|Fantasy|Musical;3.2857142857142856;14
2876;Thumbelina (1994);Animation|Children|Fantasy;2.0;1
2899;Gulliver's Travels (1939);Adventure|Animation|Children;3.0;3
2987;Who Framed Roger Rabbit? (1988);Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery;3.5721649484536084;97
3000;Princess Mononoke (Mononoke-hime) (1997);Action|Adventure|Animation|Drama|Fantasy;3.9583333333333335;48
3034;Robin Hood (1973);Adventure|Animation|Children|Comedy|Musical;3.513888888888889;36
3054;Pokémon: The First Movie (1998);Adventure|Animation|Children|Fantasy|Sci-Fi;2.3125;8
3114;Toy Story 2 (1999);Adventure|Animation|Children|Comedy|Fantasy;3.860824742268041;97
3159;Fantasia 2000 (1999);Animation|Children|Musical|IMAX;3.8333333333333335;15
3213;Batman: Mask of the Phantasm (1993);Animation|Children;4.115384615384615;13
3287;Tigger Movie, The (2000);Animation|Children;3.1666666666666665;3
3400;We're Back! A Dinosaur's Story (1993);Adventure|Animation|Children|Fantasy;3.0;1
3429;Creature Comforts (1989);Animation|Comedy;4.25;12
3483;Road to El Dorado, The (2000);Animation|Children;3.1153846153846154;13
3592;Time Masters (Maîtres du temps, Les) (1982);Animation|Sci-Fi;4.5;1
3615;Dinosaur (2000);Adventure|Animation|Children;3.1071428571428568;14
3687;Light Years (Gandahar) (1988);Adventure|Animation|Fantasy|Sci-Fi;5.0;1
3725;American Pop (1981);Animation|Musical;3.5;2
3745;Titan A.E. (2000);Action|Adventure|Animation|Children|Sci-Fi;3.4137931034482767;29
3751;Chicken Run (2000);Animation|Children|Comedy;3.551282051282051;78
3754;Adventures of Rocky and Bullwinkle, The (2000);Adventure|Animation|Children|Comedy|Fantasy;2.2222222222222223;9
3799;Pokémon the Movie 2000 (2000);Animation|Children;1.5833333333333333;6
3945;Digimon: The Movie (2000);Adventure|Animation|Children;3.0;1
3964;Adventures of Ichabod and Mr. Toad, The (1949);Animation|Children;3.0;3
3990;Rugrats in Paris: The Movie (2000);Animation|Children|Comedy;2.25;4
4006;Transformers: The Movie (1986);Adventure|Animation|Children|Sci-Fi;3.3571428571428568;7
4016;Emperor's New Groove, The (2000);Adventure|Animation|Children|Comedy|Fantasy;3.7162162162162162;37
4090;Brave Little Toaster, The (1987);Animation|Children;3.5625;8
4154;Recess: School's Out (2001);Animation|Children;4.0;2
4158;Monkeybone (2001);Animation|Comedy|Fantasy;2.083333333333333;6
4241;Pokémon 3: The Movie (2001);Animation|Children;2.1;5
4306;Shrek (2001);Adventure|Animation|Children|Comedy|Fantasy|Romance;3.8676470588235294;170
4366;Atlantis: The Lost Empire (2001);Adventure|Animation|Children|Fantasy;3.3421052631578947;19
4446;Final Fantasy: The Spirits Within (2001);Adventure|Animation|Fantasy|Sci-Fi;3.3548387096774195;31
4454;More (1998);Animation|Drama|Sci-Fi|IMAX;5.0;1
4519;Land Before Time, The (1988);Adventure|Animation|Children|Fantasy;3.333333333333333;9
4624;Meet the Feebles (1989);Animation|Comedy|Musical;3.0;3
4719;Osmosis Jones (2001);Action|Animation|Comedy|Crime|Drama|Romance|Thriller;2.625;8
4850;Spriggan (Supurigan) (1998);Action|Animation|Sci-Fi;3.375;4
4873;Waking Life (2001);Animation|Drama|Fantasy;3.6842105263157885;19
4886;Monsters, Inc. (2001);Adventure|Animation|Children|Comedy|Fantasy;3.871212121212121;132
4990;Jimmy Neutron: Boy Genius (2001);Adventure|Animation|Children|Comedy;3.2;5
5041;Fire and Ice (1983);Animation|Fantasy;1.5;1
5069;Escaflowne: The Movie (Escaflowne) (2000);Action|Adventure|Animation|Drama|Fantasy;3.25;2
5072;Metropolis (2001);Animation|Sci-Fi;3.9615384615384617;13
5109;Return to Never Land (2002);Adventure|Animation|Children;4.0;1
5146;Vampire Hunter D: Bloodlust (Banpaia hantâ D) (2000);Animation|Fantasy|Horror|Sci-Fi;3.111111111111111;9
5159;Ferngully: The Last Rainforest (1992);Animation|Children|Comedy|Musical;3.1428571428571432;7
5218;Ice Age (2002);Adventure|Animation|Children|Comedy;3.6882352941176473;85
5389;Spirit: Stallion of the Cimarron (2002);Adventure|Animation|Children|Western;3.5;2
5444;Lilo & Stitch (2002);Adventure|Animation|Children|Sci-Fi;3.810344827586207;29
5448;Hey Arnold! The Movie (2002);Adventure|Animation|Children|Comedy;2.0;1
5460;Powerpuff Girls, The (2002);Action|Animation|Children|Comedy;3.6666666666666665;3
5538;Care Bears Movie, The (1985);Animation|Children|Fantasy;1.5;2
5539;Care Bears Movie II: A New Generation (1986);Animation|Children;1.5;2
5618;Spirited Away (Sen to Chihiro no kamikakushi) (2001);Adventure|Animation|Fantasy;4.155172413793103;87
5629;Jonah: A VeggieTales Movie (2002);Animation|Children|Musical;2.0;1
5651;Incredible Mr. Limpet, The (1964);Animation|Comedy|War;3.0;1
5672;Pokemon 4 Ever (a.k.a. Pokémon 4: The Movie) (2002);Adventure|Animation|Children|Fantasy;0.5;2
5690;Grave of the Fireflies (Hotaru no haka) (1988);Animation|Drama|War;4.15625;16
5879;Eight Crazy Nights (Adam Sandler's Eight Crazy Nights) (2002);Animation|Comedy|Musical;1.5;4
5882;Treasure Planet (2002);Adventure|Animation|Children|Sci-Fi|IMAX;3.5625;8
5971;My Neighbor Totoro (Tonari no Totoro) (1988);Animation|Children|Drama|Fantasy;3.9594594594594597;37
5999;Heavy Metal 2000 (2000);Action|Adventure|Animation|Fantasy|Sci-Fi;2.25;2
6093;Last Unicorn, The (1982);Animation|Children|Fantasy;3.375;4
6158;Jungle Book 2, The (2003);Animation|Children;3.0;1
6251;Piglet's Big Movie (2003);Animation|Children;2.0;1
6283;Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001);Action|Animation|Sci-Fi|Thriller;3.9;20
6350;Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986);Action|Adventure|Animation|Children|Fantasy|Sci-Fi;4.0625;24
6371;Pokémon Heroes (2003);Animation|Children;0.5;1
6377;Finding Nemo (2003);Adventure|Animation|Children|Comedy;3.9609929078014185;141
6536;Sinbad: Legend of the Seven Seas (2003);Adventure|Animation|Children|Fantasy;3.6666666666666665;6
6713;Millennium Actress (Sennen joyû) (2001);Animation|Drama|Romance;3.8;5
6773;Triplets of Belleville, The (Les triplettes de Belleville) (2003);Animation|Comedy|Fantasy;3.704545454545455;22
6857;Ninja Scroll (Jûbei ninpûchô) (1995);Action|Adventure|Animation|Fantasy;3.7692307692307687;13
6889;Brother Bear (2003);Adventure|Animation|Children;3.0;2
6946;Looney Tunes: Back in Action (2003);Action|Animation|Children|Fantasy;2.75;2
7099;Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984);Adventure|Animation|Drama|Fantasy|Sci-Fi;4.0;23
7118;Wings of Honneamise (Ôritsu uchûgun Oneamisu no tsubasa) (1987);Animation|Drama|Sci-Fi|War;3.75;2
7228;Cool World (1992);Animation|Comedy|Fantasy;2.5;4
7304;Allegro non troppo (1977);Animation|Comedy|Fantasy|Musical;4.0;1
8015;Phantom Tollbooth, The (1970);Adventure|Animation|Children|Fantasy;3.5;1
8157;Jin Roh: The Wolf Brigade (Jin-Rô) (1998);Animation|Fantasy|Thriller;3.5;5
8253;Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro) (1979);Action|Adventure|Animation|Comedy|Crime|Mystery;3.4;5
8360;Shrek 2 (2004);Adventure|Animation|Children|Comedy|Musical|Romance;3.5760869565217392;92
8372;Garfield: The Movie (2004);Animation|Children|Comedy;2.3;5
8426;Robot Carnival (Roboto kânibauru) (1987);Animation|Comedy|Drama|Fantasy|Sci-Fi;4.0;1
8574;Claymation Christmas Celebration, A (1987);Animation|Children|Comedy|Musical;1.5;2
8607;Tokyo Godfathers (2003);Adventure|Animation|Drama;3.9;5
8907;Shark Tale (2004);Animation|Children|Comedy;2.3461538461538463;13
8917;Team America: World Police (2004);Action|Adventure|Animation|Comedy;3.46875;32
8934;Bebe's Kids (1992);Animation|Children|Comedy;1.0;1
8961;Incredibles, The (2004);Action|Adventure|Animation|Children|Comedy;3.836;125
8965;Polar Express, The (2004);Adventure|Animation|Children|Fantasy|IMAX;3.1363636363636362;11
8974;SpongeBob SquarePants Movie, The (2004);Adventure|Animation|Children|Comedy;3.0;2
26133;Charlie Brown Christmas, A (1965);Animation|Children|Comedy;4.0;6
26183;Asterix and Cleopatra (Astérix et Cléopâtre) (1968);Action|Adventure|Animation|Children|Comedy;4.25;2
26340;Twelve Tasks of Asterix, The (Les douze travaux d'Astérix) (1976);Action|Adventure|Animation|Children|Comedy|Fantasy;3.6666666666666665;3
26590;G.I. Joe: The Movie (1987);Action|Adventure|Animation|Children|Fantasy|Sci-Fi;2.0;1
26631;Alice (Neco z Alenky) (1988);Animation|Fantasy|Mystery;3.75;2
26662;Kiki's Delivery Service (Majo no takkyûbin) (1989);Adventure|Animation|Children|Drama|Fantasy;4.0588235294117645;17
26701;Patlabor: The Movie (Kidô keisatsu patorebâ: The Movie) (1989);Action|Animation|Crime|Drama|Film-Noir|Mystery|Sci-Fi|Thriller;3.0;1
26743;Only Yesterday (Omohide poro poro) (1991);Animation|Drama;2.5;1
26776;Porco Rosso (Crimson Pig) (Kurenai no buta) (1992);Adventure|Animation|Comedy|Fantasy|Romance;3.8928571428571432;14
26903;Whisper of the Heart (Mimi wo sumaseba) (1995);Animation|Drama|Romance;3.8;5
26913;Street Fighter II: The Animated Movie (Sutorîto Faitâ II gekijô-ban) (1994);Action|Animation;1.5;1
26999;Lion King II: Simba's Pride, The (1998);Adventure|Animation|Children|Musical|Romance;3.0;2
27155;Batman/Superman Movie, The (1998);Action|Adventure|Animation|Children|Fantasy|Sci-Fi;2.0;1
27156;Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997);Action|Animation|Drama|Fantasy|Sci-Fi;4.3;5
27186;Kirikou and the Sorceress (Kirikou et la sorcière) (1998);Adventure|Animation|Children|Fantasy;4.0;2
27311;Batman Beyond: Return of the Joker (2000);Action|Animation|Crime|Sci-Fi|Thriller;3.5;3
27369;Daria: Is It Fall Yet? (2000);Animation|Comedy;4.0;1
27441;Blood: The Last Vampire (2000);Action|Animation|Horror;3.25;2
27619;Lion King 1½, The (2004);Adventure|Animation|Children|Comedy;4.5;2
27660;Animatrix, The (2003);Action|Animation|Drama|Sci-Fi;3.7;20
27728;Ghost in the Shell 2: Innocence (a.k.a. Innocence) (Inosensu) (2004);Action|Animation|Drama|Sci-Fi|Thriller;2.1666666666666665;3
27731;Cat Returns, The (Neko no ongaeshi) (2002);Adventure|Animation|Children|Fantasy;3.75;8
27904;Scanner Darkly, A (2006);Animation|Drama|Mystery|Sci-Fi|Thriller;3.6136363636363638;22
31150;Wizards (1977);Animation|Fantasy|Sci-Fi|War;2.0;1
31184;Appleseed (Appurushîdo) (2004);Action|Animation|Fantasy|Sci-Fi;3.8333333333333335;3
31193;Many Adventures of Winnie the Pooh, The (1977);Animation|Children|Musical;3.5;1
31658;Howl's Moving Castle (Hauru no ugoku shiro) (2004);Adventure|Animation|Fantasy|Romance;4.075;40
31660;Steamboy (Suchîmubôi) (2004);Action|Animation|Drama|Sci-Fi;3.0;2
32031;Robots (2005);Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi|IMAX;3.026315789473684;19
32456;Pom Poko (a.k.a. Raccoon War, The) (Heisei tanuki gassen pompoko) (1994);Animation|Comedy|Drama|Fantasy;4.25;2
32554;Memories (Memorîzu) (1995);Animation|Fantasy|Sci-Fi|Thriller;3.8333333333333335;3
32657;Man Who Planted Trees, The (Homme qui plantait des arbres, L') (1987);Animation|Drama;4.25;4
33090;Mutant Aliens (2001);Animation|Comedy|Sci-Fi;4.0;2
33294;Vampire Hunter D (1985);Animation|Fantasy|Horror;2.5;1
33615;Madagascar (2005);Adventure|Animation|Children|Comedy;3.375;40
35347;Animal Farm (1954);Animation|Drama;1.0;1
36397;Valiant (2005);Adventure|Animation|Children|Comedy|Fantasy|War;1.5;1
36708;Family Guy Presents Stewie Griffin: The Untold Story (2005);Adventure|Animation|Comedy;3.7083333333333335;12
37729;Corpse Bride (2005);Animation|Comedy|Fantasy|Musical|Romance;3.5340909090909087;44
37830;Final Fantasy VII: Advent Children (2004);Action|Adventure|Animation|Fantasy|Sci-Fi;3.55;10
38038;Wallace & Gromit in The Curse of the Were-Rabbit (2005);Adventure|Animation|Children|Comedy;3.6333333333333333;30
40339;Chicken Little (2005);Action|Adventure|Animation|Children|Comedy|Sci-Fi;2.2857142857142856;7
42191;Luxo Jr. (1986);Animation|Children;3.75;2
42422;Voices of a Distant Star (Hoshi no koe) (2003);Animation|Drama|Romance|Sci-Fi;4.5;1
42734;Hoodwinked! (2005);Animation|Children|Comedy;3.25;4
43869;Curious George (2006);Adventure|Animation|Children|Comedy;3.5;2
44020;Ultimate Avengers (2006);Action|Animation|Children|Sci-Fi;2.75;2
44022;Ice Age 2: The Meltdown (2006);Adventure|Animation|Children|Comedy;3.217391304347826;23
44849;Renaissance (2006);Action|Animation|Film-Noir|Sci-Fi|Thriller;2.5;1
45074;Wild, The (2006);Adventure|Animation|Children|Comedy|Fantasy;2.5;1
45431;Over the Hedge (2006);Adventure|Animation|Children|Comedy;3.4285714285714284;14
45517;Cars (2006);Animation|Children|Comedy;3.3780487804878048;41
46337;Garfield: A Tail of Two Kitties (2006);Animation|Children|Comedy;2.25;2
46948;Monster House (2006);Animation|Children|Fantasy|Mystery;3.111111111111111;9
47124;Ant Bully, The (2006);Adventure|Animation|Children|Comedy|Fantasy|IMAX;3.25;2
47404;Mind Game (2004);Adventure|Animation|Comedy|Fantasy|Romance|Sci-Fi;4.25;2
48414;Open Season (2006);Adventure|Animation|Children|Comedy|IMAX;3.0;2
48982;Flushed Away (2006);Animation|Comedy;3.5;7
49274;Happy Feet (2006);Adventure|Animation|Children|Comedy|IMAX;2.6818181818181817;11
50872;Ratatouille (2007);Animation|Children|Drama;3.8680555555555554;72
50999;Ugly Duckling and Me!, The (2006);Animation|Comedy;5.0;1
51939;TMNT (Teenage Mutant Ninja Turtles) (2007);Action|Adventure|Animation|Children|Comedy|Fantasy;3.083333333333333;6
52287;Meet the Robinsons (2007);Action|Adventure|Animation|Children|Comedy|Sci-Fi;3.5454545454545454;11
52435;How the Grinch Stole Christmas! (1966);Animation|Comedy|Fantasy|Musical;3.5909090909090917;11
52462;Aqua Teen Hunger Force Colon Movie Film for Theaters (2007);Action|Adventure|Animation|Comedy|Fantasy|Mystery|Sci-Fi;3.0;1
52885;Paprika (Papurika) (2006);Animation|Mystery|Sci-Fi;3.7777777777777777;9
53121;Shrek the Third (2007);Adventure|Animation|Children|Comedy|Fantasy;3.023809523809524;21
53460;Surf's Up (2007);Animation|Children|Comedy;3.5;7
54272;Simpsons Movie, The (2007);Animation|Comedy;3.619565217391304;46
55167;Tekkonkinkreet (Tekkon kinkurîto) (2006);Action|Adventure|Animation|Crime|Fantasy;4.625;4
55442;Persepolis (2007);Animation|Drama;4.181818181818182;11
55768;Bee Movie (2007);Animation|Comedy;3.15;10
55995;Beowulf (2007);Action|Adventure|Animation|Fantasy|IMAX;2.5625;8
56152;Enchanted (2007);Adventure|Animation|Children|Comedy|Fantasy|Musical|Romance;3.6764705882352944;17
56251;Futurama: Bender's Big Score (2007);Animation|Comedy|Sci-Fi;3.9;10
57502;Cat Soup (Nekojiru-so) (2001);Adventure|Animation|Drama|Horror;4.0;1
57504;Girl Who Leapt Through Time, The (Toki o kakeru shôjo) (2006);Animation|Comedy|Drama|Romance|Sci-Fi;4.1;10
58299;Horton Hears a Who! (2008);Adventure|Animation|Children|Comedy;3.4375;8
58404;Justice League: The New Frontier (2008) ;Action|Adventure|Animation|Fantasy|Sci-Fi;2.75;2
59784;Kung Fu Panda (2008);Action|Animation|Children|Comedy|IMAX;3.4444444444444446;54
60069;WALL·E (2008);Adventure|Animation|Children|Romance|Sci-Fi;4.0576923076923075;104
60161;Futurama: The Beast with a Billion Backs (2008);Action|Animation|Comedy|Romance|Sci-Fi;3.5;6
60365;Frosty the Snowman (1969);Animation|Children|Comedy|Fantasy|Musical;1.5;1
60487;It's the Great Pumpkin, Charlie Brown (1966);Animation|Children|Comedy;3.8;5
60803;Little Drummer Boy, The (1968);Animation|Children|Musical;2.5;1
60979;Batman: Gotham Knight (2008);Action|Animation|Crime;3.5;3
61160;Star Wars: The Clone Wars (2008);Action|Adventure|Animation|Sci-Fi;2.357142857142857;7
61236;Waltz with Bashir (Vals im Bashir) (2008);Animation|Documentary|Drama|War;3.0;5
62008;Dead Fury (2008);Action|Animation|Comedy|Horror;3.0;1
62336;FLCL (2000);Animation|Comedy|Fantasy|Sci-Fi;4.2777777777777795;9
62956;Futurama: Bender's Game (2008);Action|Adventure|Animation|Comedy|Fantasy|Sci-Fi;3.4444444444444446;9
62999;Madagascar: Escape 2 Africa (2008);Action|Adventure|Animation|Children|Comedy|IMAX;3.6923076923076934;13
63859;Bolt (2008);Action|Adventure|Animation|Children|Comedy;3.388888888888889;18
64116;Igor (2008);Animation|Comedy;3.5;2
64249;Shrek the Halls (2007);Adventure|Animation|Comedy|Fantasy;2.5;2
64285;Wallace and Gromit in 'A Matter of Loaf and Death' (2008);Animation|Comedy;3.7;5
64695;Sword of the Stranger (Sutorejia: Mukô hadan) (2007);Action|Adventure|Animation;4.0;1
64993;5 Centimeters per Second (Byôsoku 5 senchimêtoru) (2007);Animation|Drama|Romance;3.5;3
65261;Ponyo (Gake no ue no Ponyo) (2008);Adventure|Animation|Children|Fantasy;4.0;11
65577;Tale of Despereaux, The (2008);Adventure|Animation|Children|Comedy|Fantasy;3.0;1
66097;Coraline (2009);Animation|Fantasy|Thriller;3.7;35
66297;Futurama: Into the Wild Green Yonder (2009);Action|Animation|Comedy|Sci-Fi;3.5;6
66335;Afro Samurai: Resurrection (2009);Animation;2.5;1
66915;Rock-A-Doodle (1991);Adventure|Animation|Children|Musical;2.0;1
67295;Kung Fu Panda: Secrets of the Furious Five (2008);Action|Animation|Children|Comedy;2.875;4
67408;Monsters vs. Aliens (2009);Animation|Sci-Fi|IMAX;3.25;8
68945;Neon Genesis Evangelion: Death & Rebirth (Shin seiki Evangelion Gekijô-ban: Shito shinsei) (1997);Action|Animation|Mystery|Sci-Fi;4.0;2
68954;Up (2009);Adventure|Animation|Children|Drama;4.004761904761905;105
68959;Fullmetal Alchemist the Movie: Conqueror of Shamballa (Gekijô-ban hagane no renkinjutsushi: Shanbara wo yuku mono) (2005);Action|Adventure|Animation|Drama;2.75;2
69469;Garfield's Pet Force (2009);Animation;5.0;1
69644;Ice Age: Dawn of the Dinosaurs (2009);Action|Adventure|Animation|Children|Comedy|Romance;2.607142857142857;14
69685;Daria: Is It College Yet? (2002);Animation|Comedy;1.0;1
69746;Watchmen: Tales of the Black Freighter (2009);Action|Adventure|Animation|Horror;3.5;1
70533;Evangelion: 1.0 You Are (Not) Alone (Evangerion shin gekijôban: Jo) (2007);Action|Animation|Sci-Fi;3.8333333333333335;3
71057;9 (2009);Adventure|Animation|Sci-Fi;3.6428571428571432;14
71129;Green Lantern: First Flight (2009);Action|Adventure|Animation|Fantasy|Sci-Fi;3.5;1
71264;Cloudy with a Chance of Meatballs (2009);Animation|Children|Fantasy|IMAX;3.5294117647058822;17
71484;Metropia (2009);Animation|Sci-Fi;2.5;1
71494;Haunted World of El Superbeasto, The (2009);Action|Animation|Comedy|Horror|Thriller;3.5;1
71899;Mary and Max (2009);Animation|Comedy|Drama;4.2;10
72104;Balance (1989);Animation|Drama|Mystery|Sci-Fi|Thriller;4.5;1
72226;Fantastic Mr. Fox (2009);Adventure|Animation|Children|Comedy|Crime;4.083333333333333;18
72294;Christmas Carol, A (2009);Animation|Children|Drama|Fantasy|IMAX;3.0;2
72356;Partly Cloudy (2009);Animation|Children|Comedy|Fantasy;4.375;4
72601;Teenage Mutant Ninja Turtles: Turtles Forever (2009);Action|Adventure|Animation|Comedy|Thriller;3.0;1
72603;Merry Madagascar (2009);Animation;3.0;1
72692;Mickey's Once Upon a Christmas (1999);Animation|Comedy|Fantasy;5.0;1
72701;Planet 51 (2009);Adventure|Animation|Children|Comedy|Sci-Fi;3.0;3
72737;Princess and the Frog, The (2009);Animation|Children|Fantasy|Musical|Romance;3.75;12
73042;Alvin and the Chipmunks: The Squeakquel (2009);Animation|Children|Comedy|Musical;2.6666666666666665;3
73854;Rudolph, the Red-Nosed Reindeer (1964);Adventure|Animation|Children|Fantasy|Musical;3.8333333333333335;3
74095;Wicked City (Yôjû toshi) (1987);Animation|Fantasy|Horror|Sci-Fi;2.5;1
74553;Secret of Kells, The (2009);Animation|Fantasy;4.0;2
74791;Town Called Panic, A (Panique au village) (2009);Animation;3.75;2
76093;How to Train Your Dragon (2010);Adventure|Animation|Children|Fantasy|IMAX;3.9433962264150937;53
76301;Emperor's New Groove 2: Kronk's New Groove, The (2005);Animation|Children|Comedy|Romance;4.5;1
77709;Sky Crawlers, The (Sukai kurora) (2008);Adventure|Animation|Drama;2.5;1
